city,month,country,high_temp,low_temp,mean_temp,precipitation,humidity,dew_point,wind,pressure,visibility
Amsterdam,May,Netherlands,64 °F,47 °F,56 °F,"2.47""",75%,47 °F,19 mph,"29.99 ""Hg",10 mi
Amsterdam,June,Netherlands,69 °F,53 °F,61 °F,"2.73""",76%,53 °F,18 mph,"30.02 ""Hg",10 mi
Amsterdam,July,Netherlands,72 °F,56 °F,64 °F,"3.08""",78%,57 °F,17 mph,"29.98 ""Hg",10 mi
Amsterdam,August,Netherlands,72 °F,56 °F,64 °F,"4.05""",79%,57 °F,17 mph,"29.97 ""Hg",10 mi
Amsterdam,September,Netherlands,67 °F,52 °F,59 °F,"3.06""",82%,53 °F,17 mph,"30.00 ""Hg",9 mi
Amsterdam,October,Netherlands,59 °F,46 °F,52 °F,"3.55""",85%,48 °F,20 mph,"29.96 ""Hg",8 mi
Amsterdam,November,Netherlands,50 °F,40 °F,45 °F,"3.30""",89%,42 °F,20 mph,"29.93 ""Hg",7 mi
Amsterdam,December,Netherlands,45 °F,35 °F,40 °F,"3.23""",89%,38 °F,22 mph,"29.96 ""Hg",7 mi
Havana,January,Cuba,79 °F,61 °F,70 °F,"1.28""",78%,62 °F,14 mph,"30.09 ""Hg",5 mi
Havana,February,Cuba,81 °F,62 °F,72 °F,"1.16""",77%,63 °F,14 mph,"30.07 ""Hg",5 mi
Havana,March,Cuba,83 °F,63 °F,73 °F,"1.10""",74%,63 °F,15 mph,"30.05 ""Hg",5 mi
Havana,April,Cuba,86 °F,67 °F,76 °F,"1.28""",72%,66 °F,15 mph,"30.01 ""Hg",5 mi
Havana,May,Cuba,88 °F,70 °F,79 °F,"3.12""",76%,70 °F,13 mph,"29.98 ""Hg",5 mi
Havana,June,Cuba,89 °F,73 °F,81 °F,"4.57""",81%,73 °F,11 mph,"30.00 ""Hg",5 mi
Havana,July,Cuba,90 °F,73 °F,82 °F,"3.95""",80%,73 °F,11 mph,"30.03 ""Hg",5 mi
Havana,August,Cuba,90 °F,73 °F,82 °F,"4.78""",81%,74 °F,10 mph,"29.99 ""Hg",5 mi
Havana,September,Cuba,89 °F,73 °F,81 °F,"5.12""",83%,74 °F,10 mph,"29.95 ""Hg",5 mi
Havana,October,Cuba,86 °F,71 °F,79 °F,"4.53""",82%,72 °F,12 mph,"29.95 ""Hg",5 mi
Havana,November,Cuba,83 °F,66 °F,74 °F,"2.37""",80%,67 °F,13 mph,"30.02 ""Hg",5 mi
Havana,December,Cuba,81 °F,63 °F,72 °F,"1.36""",80%,65 °F,13 mph,"30.07 ""Hg",5 mi
Paris,January,France,45 °F,35 °F,40 °F,"1.84""",87%,37 °F,16 mph,"30.05 ""Hg",6 mi
Paris,February,France,47 °F,35 °F,41 °F,"1.74""",78%,34 °F,17 mph,"30.05 ""Hg",6 mi
Paris,March,France,54 °F,39 °F,46 °F,"1.67""",72%,37 °F,16 mph,"30.03 ""Hg",6 mi
Paris,April,France,61 °F,42 °F,51 °F,"1.35""",65%,39 °F,15 mph,"29.99 ""Hg",8 mi
Paris,May,France,66 °F,46 °F,56 °F,"2.79""",71%,47 °F,15 mph,"30.00 ""Hg",8 mi
Paris,June,France,74 °F,53 °F,64 °F,"2.43""",70%,53 °F,14 mph,"30.02 ""Hg",8 mi
Paris,July,France,79 °F,58 °F,68 °F,"1.57""",64%,55 °F,14 mph,"30.02 ""Hg",9 mi
Paris,August,France,78 °F,56 °F,67 °F,"1.77""",66%,55 °F,13 mph,"30.02 ""Hg",9 mi
Paris,September,France,71 °F,51 °F,61 °F,"1.81""",71%,52 °F,12 mph,"30.06 ""Hg",8 mi
Paris,October,France,61 °F,47 °F,54 °F,"2.13""",82%,49 °F,14 mph,"30.02 ""Hg",7 mi
Paris,November,France,51 °F,40 °F,46 °F,"2.10""",87%,42 °F,14 mph,"29.99 ""Hg",6 mi
Paris,December,France,48 °F,37 °F,42 °F,"2.54""",88%,39 °F,16 mph,"30.08 ""Hg",6 mi
Anadyr,January,Russia,-1 °F,-15 °F,-8 °F,"1.61""",81%,-12 °F,26 mph,"29.99 ""Hg",13 mi
Anadyr,February,Russia,1 °F,-13 °F,-6 °F,"1.84""",81%,-10 °F,28 mph,"29.95 ""Hg",12 mi
Anadyr,March,Russia,6 °F,-8 °F,-1 °F,"1.46""",81%,-5 °F,26 mph,"30.03 ""Hg",14 mi
Anadyr,April,Russia,18 °F,4 °F,11 °F,"0.93""",82%,7 °F,22 mph,"30.00 ""Hg",15 mi
Anadyr,May,Russia,36 °F,25 °F,31 °F,"0.47""",82%,26 °F,21 mph,"29.95 ""Hg",14 mi
Anadyr,June,Russia,53 °F,39 °F,46 °F,"0.60""",75%,38 °F,23 mph,"29.86 ""Hg",15 mi
Anadyr,July,Russia,61 °F,48 °F,54 °F,"1.45""",78%,47 °F,23 mph,"29.81 ""Hg",15 mi
Anadyr,August,Russia,57 °F,45 °F,51 °F,"1.76""",80%,45 °F,22 mph,"29.82 ""Hg",14 mi
Anadyr,September,Russia,47 °F,36 °F,42 °F,"1.30""",79%,36 °F,21 mph,"29.83 ""Hg",14 mi
Anadyr,October,Russia,30 °F,21 °F,25 °F,"1.06""",85%,21 °F,24 mph,"29.85 ""Hg",13 mi
Anadyr,November,Russia,17 °F,5 °F,11 °F,"1.31""",85%,7 °F,30 mph,"29.85 ""Hg",12 mi
Anadyr,December,Russia,4 °F,-10 °F,-3 °F,"1.38""",82%,-7 °F,29 mph,"29.90 ""Hg",12 mi
Helsinki,January,Finland,31 °F,21 °F,26 °F,"1.95""",89%,23 °F,15 mph,"29.83 ""Hg",6 mi
Helsinki,February,Finland,30 °F,19 °F,25 °F,"1.54""",87%,21 °F,14 mph,"29.87 ""Hg",6 mi
Helsinki,March,Finland,36 °F,24 °F,30 °F,"1.26""",80%,24 °F,14 mph,"29.87 ""Hg",7 mi
Helsinki,April,Finland,47 °F,32 °F,40 °F,"1.22""",70%,30 °F,14 mph,"29.92 ""Hg",7 mi
Helsinki,May,Finland,59 °F,41 °F,50 °F,"1.36""",64%,38 °F,14 mph,"29.95 ""Hg",8 mi
Helsinki,June,Finland,67 °F,50 °F,58 °F,"1.95""",68%,48 °F,14 mph,"29.88 ""Hg",8 mi
Helsinki,July,Finland,72 °F,56 °F,64 °F,"2.12""",71%,54 °F,13 mph,"29.87 ""Hg",8 mi
Helsinki,August,Finland,69 °F,53 °F,61 °F,"3.02""",76%,53 °F,12 mph,"29.90 ""Hg",7 mi
Helsinki,September,Finland,60 °F,46 °F,53 °F,"2.05""",82%,47 °F,13 mph,"29.94 ""Hg",7 mi
Helsinki,October,Finland,48 °F,38 °F,43 °F,"2.74""",86%,39 °F,14 mph,"29.91 ""Hg",7 mi
Helsinki,November,Finland,39 °F,31 °F,35 °F,"2.42""",89%,32 °F,14 mph,"29.89 ""Hg",6 mi
Helsinki,December,Finland,34 °F,25 °F,30 °F,"2.38""",89%,27 °F,15 mph,"29.83 ""Hg",6 mi
Perth,January,Australia,90 °F,64 °F,77 °F,"0.62""",49%,53 °F,23 mph,"29.88 ""Hg",11 mi
Perth,February,Australia,90 °F,64 °F,77 °F,"0.68""",50%,54 °F,22 mph,"29.89 ""Hg",11 mi
Perth,March,Australia,86 °F,62 °F,74 °F,"0.75""",53%,53 °F,21 mph,"29.98 ""Hg",11 mi
Perth,April,Australia,79 °F,56 °F,68 °F,"1.18""",62%,51 °F,17 mph,"30.06 ""Hg",11 mi
Perth,May,Australia,72 °F,51 °F,62 °F,"3.22""",69%,49 °F,15 mph,"30.10 ""Hg",10 mi
Perth,June,Australia,67 °F,48 °F,58 °F,"4.68""",74%,47 °F,16 mph,"30.12 ""Hg",10 mi
Perth,July,Australia,65 °F,47 °F,56 °F,"5.54""",76%,47 °F,16 mph,"30.12 ""Hg",9 mi
Perth,August,Australia,66 °F,47 °F,57 °F,"4.75""",75%,47 °F,16 mph,"30.12 ""Hg",9 mi
Perth,September,Australia,69 °F,48 °F,59 °F,"3.08""",71%,47 °F,17 mph,"30.07 ""Hg",10 mi
Perth,October,Australia,74 °F,51 °F,63 °F,"1.40""",64%,48 °F,19 mph,"30.04 ""Hg",10 mi
Perth,November,Australia,81 °F,56 °F,68 °F,"1.05""",57%,50 °F,21 mph,"29.96 ""Hg",10 mi
Perth,December,Australia,86 °F,60 °F,73 °F,"0.34""",51%,51 °F,23 mph,"29.91 ""Hg",11 mi
Anchorage,January,USA,23 °F,11 °F,17 °F,"0.63""",78%,12 °F,7 mph,"29.92 ""Hg",9 mi
Anchorage,February,USA,28 °F,15 °F,21 °F,"0.68""",77%,15 °F,7 mph,"30.03 ""Hg",9 mi
Anchorage,March,USA,34 °F,18 °F,26 °F,"0.54""",66%,16 °F,8 mph,"30.01 ""Hg",10 mi
Anchorage,April,USA,46 °F,30 °F,38 °F,"0.39""",62%,26 °F,7 mph,"29.92 ""Hg",10 mi
Anchorage,May,USA,58 °F,42 °F,50 °F,"0.66""",57%,35 °F,8 mph,"29.95 ""Hg",10 mi
Anchorage,June,USA,65 °F,50 °F,58 °F,"0.95""",62%,44 °F,9 mph,"29.93 ""Hg",12 mi
Anchorage,July,USA,68 °F,54 °F,61 °F,"1.74""",68%,50 °F,7 mph,"29.96 ""Hg",10 mi
Anchorage,August,USA,65 °F,52 °F,59 °F,"2.87""",72%,49 °F,6 mph,"29.91 ""Hg",10 mi
Anchorage,September,USA,57 °F,44 °F,50 °F,"3.02""",73%,42 °F,7 mph,"29.85 ""Hg",10 mi
Anchorage,October,USA,43 °F,32 °F,38 °F,"1.75""",74%,30 °F,7 mph,"29.90 ""Hg",10 mi
Anchorage,November,USA,29 °F,19 °F,24 °F,"0.97""",78%,18 °F,8 mph,"29.91 ""Hg",9 mi
Anchorage,December,USA,25 °F,14 °F,19 °F,"0.95""",80%,14 °F,7 mph,"30.01 ""Hg",9 mi
Hong Kong,January,Hong Kong,68 °F,58 °F,63 °F,"1.10""",67%,51 °F,18 mph,"30.13 ""Hg",5 mi
Hong Kong,February,Hong Kong,69 °F,60 °F,65 °F,"1.21""",73%,55 °F,18 mph,"30.08 ""Hg",6 mi
Hong Kong,March,Hong Kong,74 °F,64 °F,69 °F,"2.08""",76%,60 °F,19 mph,"30.00 ""Hg",6 mi
Hong Kong,April,Hong Kong,80 °F,71 °F,76 °F,"3.12""",77%,67 °F,19 mph,"29.91 ""Hg",6 mi
Hong Kong,May,Hong Kong,86 °F,77 °F,82 °F,"6.32""",76%,73 °F,18 mph,"29.80 ""Hg",7 mi
Hong Kong,June,Hong Kong,89 °F,81 °F,85 °F,"8.56""",76%,76 °F,18 mph,"29.71 ""Hg",7 mi
Hong Kong,July,Hong Kong,91 °F,81 °F,86 °F,"7.49""",75%,77 °F,18 mph,"29.70 ""Hg",7 mi
Hong Kong,August,Hong Kong,91 °F,81 °F,86 °F,"8.95""",75%,76 °F,16 mph,"29.69 ""Hg",7 mi
Hong Kong,September,Hong Kong,89 °F,80 °F,85 °F,"5.75""",72%,74 °F,17 mph,"29.79 ""Hg",7 mi
Hong Kong,October,Hong Kong,85 °F,76 °F,80 °F,"1.51""",66%,67 °F,18 mph,"29.95 ""Hg",6 mi
Hong Kong,November,Hong Kong,79 °F,69 °F,74 °F,"1.07""",65%,60 °F,18 mph,"30.04 ""Hg",6 mi
Hong Kong,December,Hong Kong,71 °F,61 °F,66 °F,"1.04""",63%,52 °F,17 mph,"30.13 ""Hg",6 mi
Philadelphia,January,USA,41 °F,27 °F,34 °F,"3.03""",63%,22 °F,16 mph,"30.10 ""Hg",9 mi
Philadelphia,February,USA,44 °F,28 °F,36 °F,"2.90""",60%,23 °F,17 mph,"30.09 ""Hg",9 mi
Philadelphia,March,USA,53 °F,35 °F,44 °F,"3.98""",58%,29 °F,17 mph,"30.08 ""Hg",9 mi
Philadelphia,April,USA,64 °F,45 °F,55 °F,"3.48""",57%,39 °F,17 mph,"30.00 ""Hg",9 mi
Philadelphia,May,USA,74 °F,55 °F,64 °F,"3.41""",62%,50 °F,14 mph,"30.01 ""Hg",9 mi
Philadelphia,June,USA,83 °F,65 °F,74 °F,"4.04""",64%,61 °F,14 mph,"29.97 ""Hg",9 mi
Philadelphia,July,USA,88 °F,70 °F,79 °F,"4.47""",64%,65 °F,13 mph,"29.97 ""Hg",9 mi
Philadelphia,August,USA,86 °F,69 °F,77 °F,"4.38""",66%,64 °F,12 mph,"30.01 ""Hg",9 mi
Philadelphia,September,USA,79 °F,62 °F,70 °F,"4.44""",67%,59 °F,13 mph,"30.06 ""Hg",9 mi
Philadelphia,October,USA,67 °F,50 °F,59 °F,"3.56""",67%,47 °F,14 mph,"30.08 ""Hg",9 mi
Philadelphia,November,USA,56 °F,39 °F,48 °F,"2.88""",64%,35 °F,15 mph,"30.13 ""Hg",9 mi
Philadelphia,December,USA,46 °F,32 °F,39 °F,"3.85""",65%,28 °F,15 mph,"30.12 ""Hg",9 mi
Ankara,January,Turkey,41 °F,26 °F,33 °F,"1.39""",80%,27 °F,7 mph,"30.13 ""Hg",5 mi
Ankara,February,Turkey,46 °F,28 °F,37 °F,"1.26""",73%,28 °F,9 mph,"30.08 ""Hg",6 mi
Ankara,March,Turkey,54 °F,33 °F,43 °F,"1.76""",64%,31 °F,10 mph,"29.99 ""Hg",7 mi
Ankara,April,Turkey,63 °F,41 °F,52 °F,"1.74""",59%,37 °F,10 mph,"29.93 ""Hg",7 mi
Ankara,May,Turkey,73 °F,49 °F,61 °F,"2.29""",57%,44 °F,10 mph,"29.91 ""Hg",7 mi
Ankara,June,Turkey,81 °F,56 °F,68 °F,"2.19""",53%,49 °F,11 mph,"29.88 ""Hg",7 mi
Ankara,July,Turkey,88 °F,62 °F,75 °F,"0.71""",43%,50 °F,11 mph,"29.82 ""Hg",7 mi
Ankara,August,Turkey,88 °F,62 °F,75 °F,"0.65""",43%,50 °F,11 mph,"29.86 ""Hg",7 mi
Ankara,September,Turkey,80 °F,53 °F,66 °F,"0.90""",49%,45 °F,9 mph,"29.95 ""Hg",7 mi
Ankara,October,Turkey,69 °F,44 °F,56 °F,"0.96""",62%,41 °F,7 mph,"30.08 ""Hg",7 mi
Ankara,November,Turkey,56 °F,33 °F,45 °F,"1.11""",73%,35 °F,6 mph,"30.14 ""Hg",6 mi
Ankara,December,Turkey,44 °F,29 °F,37 °F,"1.41""",80%,31 °F,7 mph,"30.16 ""Hg",6 mi
Honolulu,January,USA,81 °F,67 °F,74 °F,"1.95""",71%,63 °F,14 mph,"30.01 ""Hg",11 mi
Honolulu,February,USA,81 °F,67 °F,74 °F,"2.05""",68%,62 °F,15 mph,"30.03 ""Hg",10 mi
Honolulu,March,USA,81 °F,68 °F,75 °F,"2.35""",67%,63 °F,16 mph,"30.05 ""Hg",10 mi
Honolulu,April,USA,83 °F,70 °F,77 °F,"0.83""",65%,64 °F,19 mph,"30.06 ""Hg",11 mi
Honolulu,May,USA,85 °F,72 °F,78 °F,"0.89""",64%,65 °F,18 mph,"30.04 ""Hg",11 mi
Honolulu,June,USA,87 °F,74 °F,80 °F,"0.57""",62%,66 °F,21 mph,"30.03 ""Hg",11 mi
Honolulu,July,USA,88 °F,75 °F,82 °F,"0.59""",62%,67 °F,22 mph,"30.02 ""Hg",11 mi
Honolulu,August,USA,89 °F,76 °F,82 °F,"0.94""",62%,67 °F,21 mph,"30.00 ""Hg",11 mi
Honolulu,September,USA,88 °F,75 °F,82 °F,"0.89""",64%,68 °F,18 mph,"29.98 ""Hg",11 mi
Honolulu,October,USA,87 °F,74 °F,80 °F,"1.46""",66%,68 °F,17 mph,"29.98 ""Hg",11 mi
Honolulu,November,USA,84 °F,72 °F,78 °F,"2.26""",68%,66 °F,16 mph,"30.00 ""Hg",10 mi
Honolulu,December,USA,82 °F,69 °F,76 °F,"2.55""",70%,65 °F,15 mph,"30.02 ""Hg",10 mi
Phoenix,January,USA,68 °F,46 °F,57 °F,"0.88""",42%,32 °F,6 mph,"30.05 ""Hg",11 mi
Phoenix,February,USA,71 °F,49 °F,60 °F,"0.87""",39%,33 °F,7 mph,"29.99 ""Hg",11 mi
Phoenix,March,USA,79 °F,54 °F,66 °F,"0.78""",32%,33 °F,7 mph,"29.92 ""Hg",10 mi
Phoenix,April,USA,86 °F,61 °F,73 °F,"0.23""",22%,31 °F,8 mph,"29.84 ""Hg",10 mi
Phoenix,May,USA,95 °F,69 °F,82 °F,"0.13""",18%,34 °F,8 mph,"29.78 ""Hg",10 mi
Phoenix,June,USA,105 °F,79 °F,92 °F,"0.03""",15%,37 °F,8 mph,"29.73 ""Hg",10 mi
Phoenix,July,USA,107 °F,84 °F,96 °F,"0.98""",27%,55 °F,8 mph,"29.78 ""Hg",10 mi
Phoenix,August,USA,105 °F,83 °F,94 °F,"1.00""",32%,59 °F,7 mph,"29.78 ""Hg",10 mi
Phoenix,September,USA,101 °F,78 °F,89 °F,"0.59""",29%,52 °F,7 mph,"29.78 ""Hg",10 mi
Phoenix,October,USA,90 °F,65 °F,77 °F,"0.53""",28%,41 °F,6 mph,"29.86 ""Hg",10 mi
Phoenix,November,USA,77 °F,54 °F,65 °F,"0.54""",33%,34 °F,6 mph,"29.98 ""Hg",10 mi
Phoenix,December,USA,67 °F,45 °F,56 °F,"0.74""",43%,32 °F,6 mph,"30.04 ""Hg",10 mi
Antananarivo,January,Madagascar,82 °F,63 °F,72 °F,"13.33""",82%,64 °F,11 mph,"29.99 ""Hg",8 mi
Antananarivo,February,Madagascar,81 °F,63 °F,72 °F,"11.27""",82%,64 °F,11 mph,"29.98 ""Hg",9 mi
Antananarivo,March,Madagascar,81 °F,63 °F,72 °F,"8.36""",81%,63 °F,11 mph,"30.02 ""Hg",9 mi
Antananarivo,April,Madagascar,80 °F,60 °F,70 °F,"2.85""",79%,61 °F,10 mph,"30.08 ""Hg",10 mi
Antananarivo,May,Madagascar,76 °F,56 °F,66 °F,"1.36""",80%,57 °F,9 mph,"30.14 ""Hg",9 mi
Antananarivo,June,Madagascar,72 °F,51 °F,61 °F,"0.32""",80%,53 °F,10 mph,"30.20 ""Hg",9 mi
Antananarivo,July,Madagascar,70 °F,50 °F,60 °F,"0.43""",79%,51 °F,12 mph,"30.23 ""Hg",9 mi
Antananarivo,August,Madagascar,73 °F,50 °F,61 °F,"0.30""",76%,51 °F,12 mph,"30.22 ""Hg",9 mi
Antananarivo,September,Madagascar,77 °F,52 °F,65 °F,"0.64""",71%,52 °F,13 mph,"30.19 ""Hg",10 mi
Antananarivo,October,Madagascar,81 °F,56 °F,69 °F,"2.19""",70%,56 °F,13 mph,"30.13 ""Hg",9 mi
Antananarivo,November,Madagascar,83 °F,60 °F,71 °F,"6.24""",73%,59 °F,11 mph,"30.07 ""Hg",8 mi
Antananarivo,December,Madagascar,83 °F,62 °F,72 °F,"11.06""",78%,63 °F,11 mph,"30.03 ""Hg",8 mi
Houston,January,USA,64 °F,46 °F,55 °F,"3.85""",71%,45 °F,15 mph,"30.15 ""Hg",9 mi
Houston,February,USA,68 °F,50 °F,59 °F,"2.87""",72%,49 °F,15 mph,"30.10 ""Hg",9 mi
Houston,March,USA,74 °F,56 °F,65 °F,"3.30""",71%,55 °F,15 mph,"30.05 ""Hg",9 mi
Houston,April,USA,80 °F,62 °F,71 °F,"3.81""",71%,60 °F,15 mph,"29.98 ""Hg",10 mi
Houston,May,USA,86 °F,69 °F,78 °F,"5.50""",72%,67 °F,14 mph,"29.96 ""Hg",10 mi
Houston,June,USA,91 °F,75 °F,83 °F,"5.94""",72%,73 °F,11 mph,"29.94 ""Hg",10 mi
Houston,July,USA,93 °F,76 °F,85 °F,"4.78""",71%,74 °F,10 mph,"30.00 ""Hg",10 mi
Houston,August,USA,94 °F,77 °F,85 °F,"5.31""",70%,74 °F,9 mph,"29.98 ""Hg",10 mi
Houston,September,USA,90 °F,73 °F,81 °F,"5.48""",70%,70 °F,10 mph,"29.97 ""Hg",10 mi
Houston,October,USA,83 °F,64 °F,73 °F,"5.80""",69%,62 °F,12 mph,"30.03 ""Hg",10 mi
Houston,November,USA,73 °F,54 °F,64 °F,"3.76""",72%,54 °F,13 mph,"30.12 ""Hg",10 mi
Houston,December,USA,66 °F,48 °F,57 °F,"4.19""",73%,48 °F,14 mph,"30.13 ""Hg",9 mi
Prague,January,Czech Republic,35 °F,26 °F,30 °F,"2.10""",86%,27 °F,18 mph,"30.10 ""Hg",8 mi
Prague,February,Czech Republic,39 °F,27 °F,33 °F,"1.40""",81%,28 °F,18 mph,"30.08 ""Hg",9 mi
Prague,March,Czech Republic,47 °F,32 °F,39 °F,"1.22""",76%,31 °F,18 mph,"30.04 ""Hg",10 mi
Prague,April,Czech Republic,58 °F,38 °F,48 °F,"1.11""",67%,37 °F,16 mph,"29.97 ""Hg",12 mi
Prague,May,Czech Republic,66 °F,46 °F,56 °F,"2.42""",70%,46 °F,15 mph,"29.99 ""Hg",13 mi
Prague,June,Czech Republic,72 °F,52 °F,62 °F,"2.65""",71%,52 °F,14 mph,"30.00 ""Hg",14 mi
Prague,July,Czech Republic,76 °F,55 °F,66 °F,"2.91""",69%,54 °F,15 mph,"29.98 ""Hg",14 mi
Prague,August,Czech Republic,76 °F,55 °F,65 °F,"2.56""",69%,54 °F,14 mph,"30.00 ""Hg",14 mi
Prague,September,Czech Republic,66 °F,48 °F,57 °F,"1.59""",76%,49 °F,14 mph,"30.04 ""Hg",12 mi
Prague,October,Czech Republic,55 °F,41 °F,48 °F,"1.34""",83%,42 °F,15 mph,"30.07 ""Hg",9 mi
Prague,November,Czech Republic,44 °F,34 °F,39 °F,"1.13""",88%,35 °F,15 mph,"30.04 ""Hg",7 mi
Prague,December,Czech Republic,37 °F,28 °F,33 °F,"1.21""",87%,30 °F,17 mph,"30.09 ""Hg",8 mi
Asuncion,January,Paraguay,95 °F,73 °F,84 °F,"5.28""",69%,70 °F,13 mph,"29.79 ""Hg",8 mi
Asuncion,February,Paraguay,93 °F,72 °F,83 °F,"5.88""",71%,70 °F,13 mph,"29.82 ""Hg",8 mi
Asuncion,March,Paraguay,91 °F,70 °F,81 °F,"5.07""",72%,68 °F,12 mph,"29.86 ""Hg",8 mi
Asuncion,April,Paraguay,87 °F,66 °F,76 °F,"5.68""",75%,65 °F,12 mph,"29.92 ""Hg",8 mi
Asuncion,May,Paraguay,79 °F,59 °F,69 °F,"4.92""",78%,59 °F,13 mph,"30.00 ""Hg",8 mi
Asuncion,June,Paraguay,77 °F,57 °F,67 °F,"2.87""",77%,57 °F,14 mph,"30.01 ""Hg",7 mi
Asuncion,July,Paraguay,77 °F,54 °F,66 °F,"1.98""",70%,53 °F,15 mph,"30.04 ""Hg",7 mi
Asuncion,August,Paraguay,82 °F,57 °F,70 °F,"1.49""",63%,54 °F,17 mph,"30.00 ""Hg",7 mi
Asuncion,September,Paraguay,85 °F,61 °F,73 °F,"2.52""",62%,56 °F,17 mph,"29.94 ""Hg",7 mi
Asuncion,October,Paraguay,89 °F,66 °F,78 °F,"5.52""",68%,63 °F,17 mph,"29.86 ""Hg",8 mi
Asuncion,November,Paraguay,90 °F,68 °F,79 °F,"6.97""",67%,65 °F,15 mph,"29.82 ""Hg",8 mi
Asuncion,December,Paraguay,93 °F,72 °F,82 °F,"6.00""",69%,69 °F,14 mph,"29.79 ""Hg",8 mi
Indianapolis,January,USA,36 °F,21 °F,29 °F,"3.14""",77%,22 °F,18 mph,"30.13 ""Hg",8 mi
Indianapolis,February,USA,41 °F,24 °F,33 °F,"2.49""",72%,24 °F,18 mph,"30.11 ""Hg",8 mi
Indianapolis,March,USA,52 °F,33 °F,42 °F,"3.60""",66%,31 °F,18 mph,"30.08 ""Hg",9 mi
Indianapolis,April,USA,64 °F,43 °F,53 °F,"4.34""",63%,40 °F,18 mph,"29.98 ""Hg",9 mi
Indianapolis,May,USA,74 °F,54 °F,64 °F,"4.73""",67%,52 °F,15 mph,"29.99 ""Hg",9 mi
Indianapolis,June,USA,82 °F,63 °F,73 °F,"5.19""",68%,61 °F,13 mph,"29.96 ""Hg",9 mi
Indianapolis,July,USA,85 °F,67 °F,76 °F,"4.59""",70%,65 °F,12 mph,"29.99 ""Hg",9 mi
Indianapolis,August,USA,85 °F,65 °F,75 °F,"3.15""",69%,64 °F,11 mph,"30.01 ""Hg",9 mi
Indianapolis,September,USA,78 °F,58 °F,68 °F,"3.30""",67%,56 °F,12 mph,"30.04 ""Hg",9 mi
Indianapolis,October,USA,66 °F,46 °F,56 °F,"3.31""",68%,45 °F,15 mph,"30.07 ""Hg",10 mi
Indianapolis,November,USA,52 °F,35 °F,43 °F,"3.39""",71%,34 °F,17 mph,"30.12 ""Hg",9 mi
Indianapolis,December,USA,41 °F,26 °F,34 °F,"3.03""",77%,27 °F,17 mph,"30.12 ""Hg",8 mi
Reykjavik,January,Iceland,38 °F,29 °F,33 °F,"3.89""",79%,27 °F,24 mph,"29.47 ""Hg",12 mi
Reykjavik,February,Iceland,38 °F,29 °F,33 °F,"3.86""",77%,26 °F,25 mph,"29.50 ""Hg",11 mi
Reykjavik,March,Iceland,39 °F,30 °F,35 °F,"3.81""",76%,27 °F,24 mph,"29.63 ""Hg",12 mi
Reykjavik,April,Iceland,44 °F,34 °F,39 °F,"2.85""",73%,31 °F,23 mph,"29.82 ""Hg",12 mi
Reykjavik,May,Iceland,49 °F,39 °F,44 °F,"2.37""",72%,35 °F,20 mph,"29.92 ""Hg",13 mi
Reykjavik,June,Iceland,55 °F,45 °F,50 °F,"2.05""",76%,42 °F,18 mph,"29.90 ""Hg",13 mi
Reykjavik,July,Iceland,58 °F,49 °F,53 °F,"2.55""",79%,46 °F,16 mph,"29.81 ""Hg",13 mi
Reykjavik,August,Iceland,57 °F,48 °F,52 °F,"3.21""",80%,46 °F,17 mph,"29.77 ""Hg",13 mi
Reykjavik,September,Iceland,52 °F,43 °F,48 °F,"3.99""",79%,41 °F,21 mph,"29.68 ""Hg",12 mi
Reykjavik,October,Iceland,45 °F,37 °F,41 °F,"3.38""",77%,34 °F,21 mph,"29.65 ""Hg",13 mi
Reykjavik,November,Iceland,40 °F,32 °F,36 °F,"3.80""",78%,30 °F,23 mph,"29.57 ""Hg",13 mi
Reykjavik,December,Iceland,38 °F,29 °F,34 °F,"4.29""",79%,27 °F,24 mph,"29.51 ""Hg",12 mi
Athens,January,Greece,57 °F,44 °F,50 °F,"2.04""",68%,40 °F,8 mph,"30.03 ""Hg",7 mi
Athens,February,Greece,59 °F,46 °F,53 °F,"1.67""",69%,42 °F,9 mph,"30.04 ""Hg",7 mi
Athens,March,Greece,64 °F,49 °F,56 °F,"1.64""",63%,43 °F,9 mph,"29.98 ""Hg",7 mi
Athens,April,Greece,71 °F,55 °F,63 °F,"0.99""",56%,47 °F,8 mph,"29.96 ""Hg",7 mi
Athens,May,Greece,79 °F,63 °F,71 °F,"0.73""",54%,53 °F,8 mph,"29.91 ""Hg",7 mi
Athens,June,Greece,87 °F,70 °F,79 °F,"0.72""",49%,57 °F,10 mph,"29.89 ""Hg",7 mi
Athens,July,Greece,93 °F,76 °F,84 °F,"0.26""",41%,57 °F,11 mph,"29.85 ""Hg",7 mi
Athens,August,Greece,93 °F,76 °F,85 °F,"0.21""",39%,56 °F,12 mph,"29.87 ""Hg",7 mi
Athens,September,Greece,85 °F,70 °F,77 °F,"0.85""",51%,57 °F,10 mph,"29.95 ""Hg",7 mi
Athens,October,Greece,76 °F,62 °F,69 °F,"1.12""",61%,54 °F,8 mph,"30.04 ""Hg",7 mi
Athens,November,Greece,68 °F,55 °F,62 °F,"2.66""",68%,50 °F,8 mph,"30.06 ""Hg",7 mi
Athens,December,Greece,59 °F,47 °F,53 °F,"2.72""",69%,43 °F,8 mph,"30.10 ""Hg",7 mi
Islamabad,January,Pakistan,63 °F,40 °F,51 °F,"3.81""",69%,39 °F,7 mph,"30.09 ""Hg",2 mi
